State/Crop/District,Season,2000 - 2001,,,2001 - 2002,,,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31. Narsinghpur,Kharif,60,74,1.23,29,37,1.28,30,21,0.7,28,41,1.46,22,34,1.55,11,18,1.64,2,3,1.5,67,95,1.42,2,3,1.5,,,,,,,19,37,1.95,,,,9,8,0.89,3000,4000,1.33,,,,,,,1000,2540,2.54,7,10,1.43,4,6,1.5,7,11,1.57,,,,1,2,2
32. Neemuch,Kharif,27,14,0.52,41,37,0.9,78,33,0.42,19,20,1.05,14,12,0.86,31,20,0.65,29,25,0.86,13,11,0.85,14,13,0.93,,,,18,22,1.22,11,12,1.09,2,3,1.5,9,9,1,,,,,,,,,,,,,45,76,1.69,57,36,0.63,120,48,0.4,29,21,0.72,49,41,0.84
33. Niwari,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,0.75,1,1,1
34. Panna,Kharif,38,39,1.03,35,34,0.97,51,45,0.88,21,23,1.1,38,32,0.84,40,41,1.03,35,28,0.8,45,34,0.76,33,47,1.42,,,,68,100,1.47,82,94,1.15,1,1,1,12,16,1.33,2000,3000,1.5,,,,,,,,,,4,5,1.25,10,13,1.3,63,79,1.25,,,,2,3,1.5
35. Raisen,Kharif,,,,8,12,1.5,,,,13,22,1.69,,,,2,3,1.5,29,54,1.86,8,13,1.63,,,,,,,5,10,2,,,,5,14,2.8,14,24,1.71,1000,2000,2,,,,,,,,,,1,3,3,13,20,1.54,4,6,1.5,,,,2,3,1.5
36. Rajgarh,Kharif,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,0.92,,,,,,,,,,,,,16,20,1.25,13,12,0.92,,,,4,4,1,4,4,1
37. Ratlam,Kharif,9,10,1.11,15,12,0.8,279,132,0.47,338,465,1.38,52,72,1.38,26,42,1.62,55,88,1.6,903,1314,1.46,23,39,1.7,,,,3,5,1.67,4,9,2.25,,,,,,,,,,,,,,,,,,,17,41,2.41,11,12,1.09,14,17,1.21,,,,3,5,1.67
38. Rewa,Kharif,549,340,0.62,450,206,0.46,555,223,0.4,732,389,0.53,662,354,0.53,1110,545,0.49,958,334,0.35,1306,554,0.42,998,558,0.56,,,,566,318,0.56,469,245,0.52,122,45,0.37,292,121,0.41,2000,3000,1.5,2000,2000,1,,,,8000,13240,1.66,108,63,0.58,49,23,0.47,175,49,0.28,33,14,0.42,41,28,0.68
39. Sagar,Kharif,17,17,1,3,3,1,1,0.1,0.1,11,10,0.91,27,23,0.85,41,35,0.85,19,17,0.89,30,24,0.8,34,31,0.91,,,,20,21,1.05,63,66,1.05,22,67,3.05,14,6,0.43,,,,,,,,,,,,,19,33,1.74,15,19,1.27,6,6,1,138,143,1.04,67,85,1.27
40. Satna,Kharif,52,31,0.6,62,37,0.6,119,38,0.32,62,38,0.61,78,44,0.56,63,36,0.57,57,27,0.47,52,20,0.38,27,15,0.56,,,,35,24,0.69,47,29,0.62,,,,44,27,0.61,2000,3000,1.5,,,,,,,400,540,1.35,17,13,0.76,46,26,0.57,159,65,0.41,7,3,0.43,20,10,0.5
41. Sehore,Kharif,,,,20,32,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,100,1.67,22,54,2.45,4,9,2.25,1,1,1,12,16,1.33,14,26,1.86
42. Seoni,Kharif,,,,,,,1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,1.77,,,,,,,,,,,,,,,,8,10,1.25,1,1,1,,,,,,,4,5,1.25
43. Shahdol,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,,0,63,61,0.97,1,,0,,,,,,,,,,,,,12,5,0.42,8,3,0.38,,,,15,4,0.27,6,2,0.33
44. Shajapur,Kharif,9,8,0.89,16,9,0.56,17,7,0.41,13,13,1,15,17,1.13,16,14,0.88,8,8,1,30,21,0.7,22,18,0.82,,,,14,14,1,6,5,0.83,1,1,1,,,,,,,,,,,,,40,50,1.25,12,14,1.17,2,1,0.5,,,,,,,2,1,0.5
45. Sheopur,Kharif,12593,20119,1.6,16818,18200,1.08,8662,2929,0.34,22282,31979,1.44,18211,20605,1.13,16919,25231,1.49,16769,26161,1.56,19066,26732,1.4,17463,28051,1.61,,,,16738,28651,1.71,16292,28083,1.72,15436,29712,1.92,13685,27198,1.99,17000,18000,1.06,15000,19000,1.27,20000,45000,2.25,27000,35370,1.31,25230,45666,1.81,22384,39914,1.78,23776,38398,1.61,21088,27520,1.31,34235,57310,1.67
