State/Crop/District,Season,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,182,0.65,335,161,0.48,150,68,0.45,14,11,0.79,,,,,,
6. Garhwa,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,183,0.61,,,,128,39,0.3,,,,100,31,0.31
7. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,71,0.48,476,228,0.48,147,70,0.48,125,61,0.49,150,73,0.49,31,15,0.48
8. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,62,0.95,35,33,0.94,,,,,,,,,
9. Hazaribagh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,44,0.51,,,,,,,,,,,,
10. Jamtara,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1.33,,,,10,,0,,,,,,,,,
11. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,32,0.91,1198,958,0.8,,,,,,,,,,171,77,0.45
12. Koderma,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,148,0.8,12,14,1.17,,,,,,,,,,154,75,0.49
13. Latehar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,376,1.11,352,391,1.11,,,,,,,,,,,,
14. Lohardaga,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,455,0.85,,,,,,,,,,,,
15. Pakur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,102,0.43,82,53,0.65,82,53,0.65,,,,82,53,0.65
16. Palamu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,40,0.98,66,55,0.83,10,10,1,,,,3,3,1,1,1,1
17. Ramgarh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,45,0.51,,,,,,,,,,,,
18. Ranchi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,87,0.6,176,141,0.8,162,97,0.6,164,98,0.6,164,98,0.6
19. Sahebganj,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,48,0.75,505,379,0.75,,,,,,,,,,,,
20. Saraikela kharsawan,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,122,0.5,68,71,1.04,27,22,0.81,160,128,0.8,185,148,0.8
21. Simdega,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,240,0.8,300,300,1,,,,,,,,,,10,15,1.5
22. West singhbhum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,281,0.84,6,5,0.83,,,,,,,121,178,1.47
Total (Soyabean),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1923,1536,0.8,6099,4557,0.75,1193,1023,0.86,997,745,0.75,608,535,0.88,1150,922,0.8
25. Sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,70,0.58,,,,,,,,,,,,,,,
2. Chatra,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,48,0.4,4,4,1,,,,,,,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,20,0.74,17,9,0.53,,,,,,,45,16,0.36,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27,20,0.74,137,57,0.42,4,4,1,,,0,45,16,0.36,,,0
3. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,0.58,,,,,,,,,,2,2,1,2,2,1
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,41,0.55,,,,,,,,,,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,86,48,0.56,,,0,,,0,,,0,2,2,1,2,2,1
4. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,0.4,62,26,0.42,88,45,0.51,57,29,0.51,3,2,0.67,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,19,0.21,64,30,0.47,354,181,0.51,39,20,0.51,32,10,0.31,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,100,23,0.23,126,56,0.44,442,226,0.51,96,49,0.51,35,12,0.34,,,0
5. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,61,0.66,48,21,0.44,45,19,0.42,10,5,0.5,5,3,0.6,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,53,0.55,5,3,0.6,10,5,0.5,20,10,0.5,10,5,0.5,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,189,114,0.6,53,24,0.45,55,24,0.44,30,15,0.5,15,8,0.53,,,0
6. Garhwa,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.5,,,,,,,,,,,,
7. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,5,2,0.4,9,3,0.33,,,
8. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,46,0.77,42,32,0.76,,,,,,,,,,,,
9. Gumla,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,0.24
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,0.53,15,3,0.2,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,15,8,0.53,15,3,0.2,17,4,0.24
10. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.67,,,,,,,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,3,2,0.67,,,0,,,0,1,1,1,,,0
11. Koderma,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,0.8,50,45,0.9,,,,26,21,0.81,,,,,,
12. Latehar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,0.73,,,,,,,,,,43,43,1,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,0.5,,,,,,,,,,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,35,21,0.6,,,0,,,0,,,0,43,43,1,,,0
13. Lohardaga,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,0.5
14. Pakur,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0.6,1,1,1,,,,,,,,,,,,
15. Palamu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,1.5,14,16,1.14,6,5,0.83,2,2,1,7,6,0.86,,,
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,0,,,,,,,,,,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,162,18,0.11,14,16,1.14,6,5,0.83,2,2,1,7,6,0.86,,,0
16. Ranchi,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,126,0.63,,,,,,,,,,149,93,0.62,146,91,0.62
17. Saraikela kharsawan,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9,0.45,3,2,0.67,19,10,0.53,15,8,0.53,55,30,0.55
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,456,0.6,609,274,0.45,,,,80,56,0.7,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,760,456,0.6,629,283,0.45,3,2,0.67,99,66,0.67,15,8,0.53,55,30,0.55
18. Simdega,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,56,0.8,,,,,,,,,,,,,3,3,1
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,185,0.55,6,6,1,34,32,0.94,,,,29,13,0.45,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,406,241,0.59,6,6,1,34,32,0.94,,,0,29,13,0.45,3,3,1
19. West singhbhum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,31,0.52,35,29,0.83
,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,0.5,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,1,62,32,0.52,35,29,0.83
Total (Sunflower),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2171,1202,0.55,1063,523,0.49,547,296,0.54,274,164,0.6,427,240,0.56,268,164,0.61
26. Urad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,68,1.1,6,6,1,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460,1630,0.47,3350,2797,0.83,2570,4112,1.6,,,,3473,6078,1.75,3000,2460,0.82
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,62,68,1.1,6,6,1,3460,1630,0.47,3350,2797,0.83,2570,4112,1.6,,,0,3473,6078,1.75,3000,2460,0.82
2. Chatra,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,439,0.81,502,544,1.08,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764,2957,1.07,2869,3170,1.1,3091,3462,1.12,3280,3706,1.13,3240,3661,1.13,1202,1358,1.13
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,541,439,0.81,502,544,1.08,2764,2957,1.07,2869,3170,1.1,3091,3462,1.12,3280,3706,1.13,3240,3661,1.13,1202,1358,1.13
3. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,1134,0.65,1600,1040,0.65,2599,2157,0.83,2405,1996,0.83,2431,2066,0.85,336,286,0.85
4. Dhanbad,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423,996,0.7,1529,1070,0.7,1463,1024,0.7,1418,993,0.7,1421,995,0.7,354,248,0.7
5. Dumka,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,222,9.25,1,2,2,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6191,3869,0.62,5973,4301,0.72,5110,4855,0.95,5163,4130,0.8,2135,2007,0.94,42,34,0.81
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24,222,9.25,1,2,2,6191,3869,0.62,5973,4301,0.72,5110,4855,0.95,5163,4130,0.8,2135,2007,0.94,42,34,0.81
6. East singhbum,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,113,5.38,24,21,0.88,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5901,5323,0.9,5513,3308,0.6,4020,2412,0.6,4058,2719,0.67,4680,3182,0.68,1350,925,0.69
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21,113,5.38,24,21,0.88,5901,5323,0.9,5513,3308,0.6,4020,2412,0.6,4058,2719,0.67,4680,3182,0.68,1350,925,0.69
7. Garhwa,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,191,0.32,654,492,0.75,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100,3761,0.53,1518,425,0.28,2828,2274,0.8,6325,5218,0.82,6010,4958,0.82,5735,4129,0.72
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,604,191,0.32,654,492,0.75,7100,3761,0.53,1518,425,0.28,2828,2274,0.8,6325,5218,0.82,6010,4958,0.82,5735,4129,0.72
8. Giridih,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,22,0.45,2902,2850,0.98,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3399,3447,1.01,3427,3475,1.01,3780,3825,1.01,3844,3548,0.92,4495,4468,0.99,2199,2349,1.07
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,49,22,0.45,2902,2850,0.98,3399,3447,1.01,3427,3475,1.01,3780,3825,1.01,3844,3548,0.92,4495,4468,0.99,2199,2349,1.07
9. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548,2696,0.76,2405,1828,0.76,1273,993,0.78,105,80,0.76,3125,1938,0.62,3250,1950,0.6
10. Gumla,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6010,739,0.12,6395,9043,1.41,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7696,7781,1.01,6899,7203,1.04,12501,12801,1.02,8000,8192,1.02,8000,9592,1.2,8000,11360,1.42
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,6010,739,0.12,6395,9043,1.41,7696,7781,1.01,6899,7203,1.04,12501,12801,1.02,8000,8192,1.02,8000,9592,1.2,8000,11360,1.42
11. Hazaribagh,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,656,0.7,1067,991,0.93,,,,,,,,,,,,,,,,,,
,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720,3587,0.76,4132,3140,0.76,3665,2749,0.75,4975,3781,0.76,4560,2964,0.65,2322,1509,0.65
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,943,656,0.7,1067,991,0.93,4720,3587,0.76,4132,3140,0.76,3665,2749,0.75,4975,3781,0.76,4560,2964,0.65,2322,1509,0.65
12. Jamtara,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,162,1.23,131,118,0.9,357,262,0.73,146,139,0.95,150,143,0.95,16874,16874,1
13. Khunti,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686,1266,0.75,1668,1244,0.75,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,7350,1.05,6434,6190,0.96,6366,3820,0.6,9130,8217,0.9,6806,6125,0.9,6239,4667,0.75,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1686,1266,0.75,1668,1244,0.75,7000,7350,1.05,6434,6190,0.96,6366,3820,0.6,9130,8217,0.9,6806,6125,0.9,6239,4667,0.75,
14. Koderma,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,220,1.2,180,182,1.01,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180,1526,0.7,2296,1837,0.8,2102,1471,0.7,2374,1662,0.7,2300,2070,0.9,2374,2137,0.9,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,184,220,1.2,180,182,1.01,2180,1526,0.7,2296,1837,0.8,2102,1471,0.7,2374,1662,0.7,2300,2070,0.9,2374,2137,0.9,
15. Latehar,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747,991,0.57,1640,879,0.54,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445,3893,0.71,5190,3706,0.71,5049,3661.1,0.73,5917,4290,0.73,6236,4502,0.72,2272,1640,0.72,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1747,991,0.57,1640,879,0.54,5445,3893,0.71,5190,3706,0.71,5049,3661.1,0.73,5917,4290,0.73,6236,4502,0.72,2272,1640,0.72,
16. Lohardaga,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,256,0.4,791,827,1.05,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595,1438,0.4,3607,1804,0.5,3190,1595,0.5,3385,2816,0.83,2230,1338,0.6,3207,1604,0.5,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,644,256,0.4,791,827,1.05,3595,1438,0.4,3607,1804,0.5,3190,1595,0.5,3385,2816,0.83,2230,1338,0.6,3207,1604,0.5,
17. Pakur,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,21,2.33,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339,2571,0.77,2414,775,0.32,3378,2601,0.77,3353,2582,0.77,1497,1153,0.77,,,,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,9,21,2.33,3339,2571,0.77,2414,775,0.32,3378,2601,0.77,3353,2582,0.77,1497,1153,0.77,,,0,
18. Palamu,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5692,3512,0.62,11494,9011,0.78,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13201,10587,0.8,7750,3294,0.43,11558,9362,0.81,10215,8274,0.81,9728,8366,0.86,2496,1947,0.78,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,5692,3512,0.62,11494,9011,0.78,13201,10587,0.8,7750,3294,0.43,11558,9362,0.81,10215,8274,0.81,9728,8366,0.86,2496,1947,0.78,
19. Ramgarh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261,3196,0.75,3284,2463,0.75,3125,2344,0.75,2981,2236,0.75,3700,2516,0.68,1866,1232,0.66
20. Ranchi,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558,592,0.38,1772,1258,0.71,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10161,8637,0.85,8967,7712,0.86,9356,8420,0.9,10529,9476,0.9,10531,8425,0.8,9396,7517,0.8,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1558,592,0.38,1772,1258,0.71,10161,8637,0.85,8967,7712,0.86,9356,8420,0.9,10529,9476,0.9,10531,8425,0.8,9396,7517,0.8,
21. Sahebganj,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,96,1.81,1508,3446,2.29,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5218,5375,1.03,5359,6141,1.15,2905,2992,1.03,5011,5161,1.03,3435,3538,1.03,2805,2482,0.88,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,53,96,1.81,1508,3446,2.29,5218,5375,1.03,5359,6141,1.15,2905,2992,1.03,5011,5161,1.03,3435,3538,1.03,2805,2482,0.88,
22. Saraikela kharsawan,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,100,0.61,137,133,0.97,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11156,12272,1.1,9120,6384,0.7,6610,4627,0.7,5910,4137,0.7,8760,6132,0.7,9798,6859,0.7,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,165,100,0.61,137,133,0.97,11156,12272,1.1,9120,6384,0.7,6610,4627,0.7,5910,4137,0.7,8760,6132,0.7,9798,6859,0.7,
23. Simdega,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23190,12986,0.56,4773,3737,0.78,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,26400,1.1,24000,26400,1.1,24020,23540,0.98,24015,23535,0.98,24002,25202,1.05,16874,16874,1,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23190,12986,0.56,4773,3737,0.78,24000,26400,1.1,24000,26400,1.1,24020,23540,0.98,24015,23535,0.98,24002,25202,1.05,16874,16874,1,
24. West singhbhum,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,165,0.99,,,,,,,,,,,,,,,,,,
Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9557,8085,0.85,10902,9616,0.88,7524,6298,0.84,9137,7967,0.87,10380,8968,0.86,10759,9436,0.88,
Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,167,165,0.99,9557,8085,0.85,10902,9616,0.88,7524,6298,0.84,9137,7967,0.87,10380,8968,0.86,10759,9436,0.88,
Total (Urad),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,43173,22469,0.52,35690,34852,0.98,147191,128673,0.87,128669,108197,0.84,128440,111657.1,0.87,131676,114855,0.87,133325,120387,0.9,112750,99877,0.89
27. Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
